,GENDER,NATIONALITY,RELIGION,POLITICAL_OPINION,SEXUAL_ORIENTATION,TITLE,PERSON
2931,Female,Mayotte,Islam,Libertarian,Homosexual,Ind.,Cassandra Martin
2932,Female,Panama,Christianity,Conservative,Homosexual,Mx.,Harold West
2933,Female,Singapore,Christianity,Conservative,Homosexual,Dr.,Audrey Roberts
2934,Female,Ethiopia,Christianity,Liberal,Bisexual,Dr.,David Walter
2935,Male,Central African Republic,Hinduism,Conservative,Homosexual,Mr.,Kathy Bowman
2936,Male,Jamaica,Christianity,Conservative,Homosexual,Dr.,Elizabeth Gonzalez
2937,Female,Paraguay,Islam,Liberal,Bisexual,Mx.,Amy Flowers
2938,Male,Maldives,Christianity,Conservative,Bisexual,Mrs.,Gregory George
2939,Male,Costa Rica,Buddhism,Libertarian,Heterosexual,Mrs.,Dwayne Watson
2940,Male,Wallis and Futuna,Buddhism,Liberal,Bisexual,Mrs.,Alan Lee
2941,Male,Russian Federation,Islam,Conservative,Homosexual,Mrs.,Teresa Stevens
2942,Female,Spain,Hinduism,Libertarian,Bisexual,Mr.,Sara Martinez
2943,Female,Cocos (Keeling) Islands,Hinduism,Conservative,Homosexual,Mrs.,Jennifer Williams
2944,Female,Bolivia,Christianity,Liberal,Homosexual,Dr.,Shirley Gomez
2945,Male,Uzbekistan,Islam,Libertarian,Bisexual,Miss,Samuel Lee
2946,Male,Rwanda,Islam,Libertarian,Homosexual,Mr.,Darren Davidson
2947,Male,Vietnam,Hinduism,Conservative,Heterosexual,Miss,Joshua Jackson
2948,Male,Guinea,Hinduism,Conservative,Heterosexual,Mr.,Keith Young
2949,Female,Western Sahara,Hinduism,Liberal,Heterosexual,Dr.,Jessica Moreno
2950,Male,Italy,Buddhism,Liberal,Heterosexual,Mr.,Kristine Munoz
2951,Male,Bahrain,Buddhism,Conservative,Bisexual,Mrs.,Angela Hunt
2952,Female,Namibia,Islam,Conservative,Heterosexual,Mrs.,Clayton Singleton
2953,Female,San Marino,Islam,Conservative,Bisexual,Mr.,Drew Stout
2954,Female,Chad,Christianity,Conservative,Homosexual,Mr.,Carrie Garcia
2955,Male,Armenia,Hinduism,Liberal,Heterosexual,Mr.,Mr. Joel Boyd
2956,Female,Sweden,Islam,Libertarian,Homosexual,Misc.,David Kennedy
2957,Female,Benin,Islam,Liberal,Bisexual,Mr.,John Davies
2958,Male,Costa Rica,Buddhism,Conservative,Bisexual,Mrs.,Kimberly Bowen
2959,Male,Bangladesh,Islam,Conservative,Homosexual,Dr.,Eric Liu
2960,Male,San Marino,Buddhism,Liberal,Homosexual,Mr.,Albert Greene
2961,Male,Czech Republic,Hinduism,Libertarian,Bisexual,Mr.,Paul Nguyen
2962,Female,Austria,Hinduism,Liberal,Heterosexual,Mr.,Caleb Kelly
2963,Female,Niger,Buddhism,Liberal,Heterosexual,Mrs.,Elizabeth Carter
2964,Female,Netherlands Antilles,Islam,Libertarian,Bisexual,Mr.,Dakota Jensen
2965,Male,Finland,Hinduism,Libertarian,Heterosexual,Dr.,Michael Cole
2966,Male,China,Christianity,Libertarian,Bisexual,Ind.,Tonya Watson
2967,Female,Bermuda,Christianity,Liberal,Homosexual,Mrs.,Gail Morales
2968,Female,Faroe Islands,Islam,Libertarian,Homosexual,Dr.,Courtney Watts
2969,Female,Suriname,Hinduism,Libertarian,Homosexual,Mr.,Vanessa Fox
2970,Female,Germany,Hinduism,Libertarian,Bisexual,Mr.,Steven Black
2971,Female,Sao Tome and Principe,Buddhism,Conservative,Homosexual,Mr.,William Flores
2972,Female,Australia,Islam,Conservative,Heterosexual,Dr.,Jessica Kelley
2973,Female,Mongolia,Christianity,Liberal,Bisexual,Mr.,Sergio Castillo
2974,Female,Zambia,Christianity,Libertarian,Bisexual,Mrs.,Michael Reynolds
2975,Female,United Arab Emirates,Christianity,Liberal,Bisexual,Dr.,John Blevins
2976,Female,Niger,Buddhism,Conservative,Homosexual,Mr.,Holly Poole
2977,Female,Korea,Christianity,Liberal,Homosexual,Mr.,Brittany Lawson
2978,Male,Benin,Islam,Conservative,Heterosexual,Misc.,Phillip Mcdonald
2979,Male,Christmas Island,Christianity,Libertarian,Homosexual,Dr.,Jennifer Booth
2980,Female,Kiribati,Christianity,Libertarian,Bisexual,Ms.,Lawrence King
2981,Male,Fiji,Buddhism,Conservative,Homosexual,Ms.,Erik Contreras
2982,Male,Hungary,Christianity,Liberal,Bisexual,Mr.,John Snow
2983,Female,Thailand,Hinduism,Libertarian,Heterosexual,Mr.,Timothy Mason
2984,Female,Brazil,Christianity,Conservative,Homosexual,Mx.,Catherine Santana
2985,Male,Zimbabwe,Buddhism,Liberal,Bisexual,Mr.,Lori Perez
2986,Female,Kenya,Christianity,Libertarian,Homosexual,Ind.,Katelyn Cantrell
2987,Female,Ecuador,Hinduism,Conservative,Homosexual,Mr.,Victoria Poole
2988,Female,El Salvador,Islam,Conservative,Homosexual,Miss,Zachary Gamble
2989,Female,Greenland,Islam,Libertarian,Bisexual,Mrs.,Matthew Bowman
2990,Male,Kiribati,Hinduism,Libertarian,Homosexual,Mrs.,Joseph Hunter
2991,Female,Tanzania,Christianity,Conservative,Homosexual,Mr.,Nicholas Wagner
2992,Male,Lao People's Democratic Republic,Hinduism,Liberal,Homosexual,Mr.,Janet Rodriguez
2993,Female,Lithuania,Buddhism,Liberal,Heterosexual,Mx.,Christopher Mitchell
2994,Female,Micronesia,Hinduism,Conservative,Heterosexual,Mr.,Donald Brown
2995,Female,Saint Pierre and Miquelon,Hinduism,Conservative,Bisexual,Ms.,Michael Delacruz
2996,Female,Cocos (Keeling) Islands,Christianity,Conservative,Homosexual,Mr.,Michelle Stanley
2997,Male,Uganda,Buddhism,Libertarian,Homosexual,Mx.,Mr. Joseph Perry PhD
2998,Female,Luxembourg,Hinduism,Conservative,Bisexual,Misc.,Chad Henry
2999,Male,Denmark,Islam,Liberal,Heterosexual,Mr.,Dana Spencer
3000,Male,Belize,Christianity,Conservative,Bisexual,Mr.,Janet Walters
3001,Female,Malaysia,Islam,Liberal,Bisexual,Mr.,Lucas Nichols
3002,Male,Turks and Caicos Islands,Islam,Libertarian,Heterosexual,Mr.,Carolyn Edwards
3003,Male,Bulgaria,Christianity,Libertarian,Homosexual,Mr.,Joshua Gardner
3004,Male,United Kingdom,Islam,Libertarian,Homosexual,Ms.,Jay Burke
3005,Male,Colombia,Christianity,Libertarian,Bisexual,Dr.,Andrea Barron
3006,Female,Congo,Christianity,Conservative,Homosexual,Mrs.,James Williams
3007,Female,Sao Tome and Principe,Islam,Libertarian,Bisexual,Dr.,Jose Bird
3008,Female,Dominican Republic,Hinduism,Conservative,Heterosexual,Mx.,Sherri Hess
3009,Male,Iceland,Buddhism,Liberal,Bisexual,Mrs.,Evan Kelly
3010,Male,Palestinian Territory,Buddhism,Liberal,Homosexual,Mrs.,Michael Gentry
3011,Female,Equatorial Guinea,Christianity,Libertarian,Heterosexual,Mrs.,Stacie Moore
3012,Female,Finland,Hinduism,Libertarian,Heterosexual,Mr.,Crystal Coleman
3013,Female,Libyan Arab Jamahiriya,Hinduism,Liberal,Bisexual,Miss,Linda Harmon
3014,Female,Congo,Christianity,Libertarian,Homosexual,Dr.,Gary Perez
3015,Male,Tuvalu,Buddhism,Liberal,Heterosexual,Mx.,John Gates
3016,Male,Georgia,Buddhism,Libertarian,Homosexual,Mr.,John George
3017,Female,Puerto Rico,Christianity,Conservative,Bisexual,Miss,Michael Mullen
3018,Female,Guyana,Islam,Conservative,Homosexual,Mrs.,Mrs. Elizabeth Lindsey
3019,Female,Niger,Islam,Liberal,Heterosexual,Mx.,Jasmine Walker
3020,Female,Falkland Islands (Malvinas),Hinduism,Liberal,Bisexual,Mrs.,Catherine Adkins
3021,Female,Mauritania,Buddhism,Conservative,Heterosexual,Mrs.,Jennifer Horton
3022,Female,Luxembourg,Buddhism,Liberal,Homosexual,Dr.,Laura Moore
3023,Female,Bangladesh,Hinduism,Conservative,Heterosexual,Mx.,Robert Murray
3024,Female,Heard Island and McDonald Islands,Hinduism,Conservative,Homosexual,Mrs.,George Crawford
3025,Female,Mayotte,Hinduism,Conservative,Bisexual,Mrs.,Tracy Jones
3026,Female,Palau,Buddhism,Libertarian,Homosexual,Mr.,Yvonne White
3027,Male,Guinea,Islam,Liberal,Bisexual,Dr.,Cynthia Beck
3028,Male,Sweden,Christianity,Conservative,Heterosexual,Dr.,Gary Griffin
3029,Female,Korea,Hinduism,Libertarian,Bisexual,Mr.,Erin Williams
3030,Male,Czech Republic,Islam,Libertarian,Heterosexual,Ind.,Raymond Campbell
3031,Female,Syrian Arab Republic,Christianity,Liberal,Heterosexual,Mx.,Isabella Myers
3032,Male,Afghanistan,Hinduism,Liberal,Bisexual,Dr.,Crystal Chase
3033,Female,Armenia,Christianity,Libertarian,Bisexual,Ms.,Lisa Roberts
3034,Female,Netherlands,Christianity,Liberal,Homosexual,Mrs.,Mr. Caleb Huber
3035,Male,Macao,Buddhism,Liberal,Bisexual,Mrs.,Jacqueline Mccann
3036,Male,Japan,Hinduism,Libertarian,Homosexual,Dr.,Andrew Hill
3037,Male,China,Hinduism,Libertarian,Bisexual,Mr.,Richard Barrett
3038,Male,Nepal,Buddhism,Libertarian,Homosexual,Ms.,Tammy Fletcher
3039,Female,Estonia,Buddhism,Conservative,Homosexual,Mx.,Terry Cuevas
3040,Male,French Polynesia,Islam,Libertarian,Homosexual,Mrs.,Samantha Hernandez
3041,Male,Malta,Christianity,Liberal,Homosexual,Mx.,Angela Shaw
3042,Female,Korea,Islam,Libertarian,Bisexual,Mr.,Linda Foley
3043,Male,Cayman Islands,Hinduism,Conservative,Heterosexual,Mr.,Amanda Schmitt
3044,Male,Kyrgyz Republic,Christianity,Libertarian,Homosexual,Mr.,Melissa Jackson
3045,Female,Saint Vincent and the Grenadines,Hinduism,Libertarian,Homosexual,Mrs.,Angela Becker
3046,Male,Lao People's Democratic Republic,Hinduism,Liberal,Heterosexual,Mr.,Carol Montgomery
3047,Male,Zambia,Islam,Libertarian,Bisexual,Mrs.,Jessica Anderson
3048,Female,Turkmenistan,Hinduism,Conservative,Homosexual,Mr.,Jason Jones
3049,Male,Saint Pierre and Miquelon,Hinduism,Conservative,Bisexual,Mr.,John Evans
3050,Male,Liechtenstein,Buddhism,Libertarian,Homosexual,Mr.,Louis Russell
3051,Male,Libyan Arab Jamahiriya,Islam,Libertarian,Bisexual,Mx.,Craig Woods
3052,Male,Luxembourg,Buddhism,Liberal,Bisexual,Mrs.,Krystal Rodriguez
3053,Male,Oman,Hinduism,Liberal,Heterosexual,Mx.,Samantha Thornton
3054,Male,Myanmar,Buddhism,Conservative,Heterosexual,Mrs.,Catherine Jackson
3055,Female,Taiwan,Buddhism,Conservative,Heterosexual,Mr.,Brian Cruz
3056,Male,Syrian Arab Republic,Islam,Libertarian,Bisexual,Misc.,Thomas Thomas
3057,Female,Japan,Christianity,Libertarian,Bisexual,Mr.,Jeffery Nguyen
3058,Female,Oman,Buddhism,Conservative,Heterosexual,Dr.,Matthew Aguilar
3059,Female,Kuwait,Hinduism,Libertarian,Homosexual,Mrs.,Christine Kramer
3060,Male,Algeria,Hinduism,Conservative,Homosexual,Mrs.,Jennifer Walker
3061,Female,Greece,Hinduism,Conservative,Homosexual,Mrs.,Corey Mack
3062,Male,Jersey,Christianity,Liberal,Homosexual,Dr.,Heidi Brown
3063,Male,Cyprus,Hinduism,Liberal,Bisexual,Mr.,Samantha Flores
3064,Male,Hong Kong,Christianity,Libertarian,Homosexual,Mrs.,Jonathan Davis
3065,Male,Russian Federation,Islam,Liberal,Homosexual,Mr.,Joy Gonzalez
3066,Male,Congo,Hinduism,Liberal,Homosexual,Mrs.,Robert Washington
3067,Female,Heard Island and McDonald Islands,Christianity,Conservative,Bisexual,Mrs.,Sean Garcia
3068,Male,Haiti,Christianity,Conservative,Homosexual,Misc.,Tracey Hernandez
3069,Male,Saint Martin,Islam,Liberal,Homosexual,Mx.,Matthew Alvarado
3070,Female,Bahamas,Buddhism,Liberal,Homosexual,Mr.,Gabriela Smith
3071,Male,Djibouti,Hinduism,Libertarian,Homosexual,Mr.,John Hahn
3072,Female,Germany,Christianity,Liberal,Heterosexual,Dr.,Jennifer Dixon
3073,Female,Uzbekistan,Hinduism,Libertarian,Heterosexual,Miss,Chad Russell
3074,Male,Papua New Guinea,Hinduism,Conservative,Heterosexual,Dr.,Travis Brown
3075,Female,India,Christianity,Libertarian,Bisexual,Mx.,Robert Oliver
3076,Male,Saint Lucia,Buddhism,Conservative,Bisexual,Mrs.,Sabrina Saunders
3077,Male,Gibraltar,Christianity,Libertarian,Homosexual,Miss,Kelly Russell
3078,Male,Taiwan,Islam,Liberal,Heterosexual,Miss,Sandra Wu
3079,Male,Marshall Islands,Christianity,Liberal,Heterosexual,Mrs.,Troy Quinn
3080,Female,Russian Federation,Islam,Conservative,Bisexual,Dr.,Jim Matthews
3081,Female,Panama,Islam,Liberal,Homosexual,Mr.,Robert Simmons
3082,Female,Tunisia,Buddhism,Liberal,Heterosexual,Mrs.,Raymond Mcclure
3083,Male,Canada,Hinduism,Libertarian,Bisexual,Mx.,Zachary Nelson
3084,Male,Georgia,Hinduism,Libertarian,Heterosexual,Mrs.,Kyle Banks
3085,Female,Sao Tome and Principe,Islam,Libertarian,Heterosexual,Dr.,Eric Smith
3086,Male,France,Christianity,Libertarian,Homosexual,Mr.,Eric Castro
3087,Male,Cambodia,Hinduism,Liberal,Homosexual,Mr.,Meagan Watson
3088,Female,Holy See (Vatican City State),Hinduism,Conservative,Bisexual,Ms.,David Smith
3089,Male,Italy,Buddhism,Libertarian,Bisexual,Mx.,Laura Hall
3090,Female,Togo,Christianity,Liberal,Heterosexual,Mr.,Michael Frederick
3091,Female,Cameroon,Buddhism,Conservative,Homosexual,Miss,Travis Rodriguez
3092,Female,Korea,Buddhism,Conservative,Heterosexual,Dr.,Michael Gray
3093,Male,Romania,Hinduism,Conservative,Heterosexual,Dr.,Adrian Terry
3094,Female,Monaco,Hinduism,Libertarian,Heterosexual,Mr.,Nicholas Pierce
3095,Male,New Zealand,Islam,Liberal,Heterosexual,Mrs.,Natalie Gomez
3096,Male,Costa Rica,Christianity,Liberal,Homosexual,Mrs.,Sarah Wilson
3097,Female,Papua New Guinea,Hinduism,Libertarian,Homosexual,Ind.,Bryan Lindsey
3098,Male,Bouvet Island (Bouvetoya),Islam,Conservative,Homosexual,Mx.,Andrea Henry
3099,Female,Poland,Islam,Liberal,Bisexual,Mr.,Thomas Floyd
3100,Male,Bahrain,Islam,Liberal,Homosexual,Mr.,Jason Riley
3101,Female,South Africa,Christianity,Conservative,Heterosexual,Misc.,Beth Brown
3102,Male,Panama,Islam,Liberal,Heterosexual,Mrs.,Deanna Cameron
3103,Female,Pitcairn Islands,Buddhism,Conservative,Bisexual,Mr.,Jeffrey Morgan
3104,Female,Ethiopia,Islam,Conservative,Homosexual,Ms.,Tamara Barber
3105,Female,Congo,Hinduism,Conservative,Homosexual,Misc.,Anthony Petersen
3106,Female,Haiti,Buddhism,Conservative,Bisexual,Ind.,Jessica Phelps
3107,Female,Azerbaijan,Hinduism,Conservative,Homosexual,Mx.,Christine Jones
3108,Male,British Virgin Islands,Christianity,Conservative,Homosexual,Ms.,Christina King
3109,Male,Cuba,Hinduism,Liberal,Bisexual,Mr.,William Smith
3110,Female,Lebanon,Buddhism,Liberal,Homosexual,Mr.,Pamela Bowen
3111,Female,Trinidad and Tobago,Islam,Conservative,Bisexual,Dr.,Jennifer Phillips
3112,Male,Saint Pierre and Miquelon,Buddhism,Libertarian,Heterosexual,Mx.,Lisa Salazar
3113,Male,Nicaragua,Islam,Liberal,Bisexual,Mrs.,Jason Jones MD
3114,Male,Serbia,Hinduism,Conservative,Homosexual,Mr.,Brenda Brown
3115,Female,Paraguay,Hinduism,Conservative,Heterosexual,Mrs.,Emily Williams
3116,Male,Ukraine,Hinduism,Conservative,Bisexual,Mr.,Joseph Avila
3117,Female,Finland,Christianity,Libertarian,Bisexual,Mx.,Anthony Acosta
3118,Female,Taiwan,Islam,Liberal,Heterosexual,Ind.,Diana Little
3119,Female,Brunei Darussalam,Christianity,Libertarian,Heterosexual,Mr.,Susan Lyons
3120,Male,Hungary,Islam,Conservative,Homosexual,Mr.,Taylor Gates
3121,Female,Saint Vincent and the Grenadines,Islam,Conservative,Homosexual,Ind.,Linda Jones
3122,Male,Burundi,Christianity,Liberal,Homosexual,Ind.,Sean Page
3123,Female,American Samoa,Hinduism,Conservative,Homosexual,Mx.,Erik Rose
3124,Female,Burundi,Christianity,Libertarian,Heterosexual,Mrs.,Catherine Romero
3125,Male,Algeria,Hinduism,Liberal,Heterosexual,Mx.,William Campbell
3126,Male,Montserrat,Islam,Liberal,Heterosexual,Mr.,Brooke Arnold
3127,Female,Uzbekistan,Hinduism,Libertarian,Heterosexual,Mr.,Daniel Jackson
3128,Female,Sweden,Buddhism,Libertarian,Homosexual,Mrs.,Michael Cox
3129,Female,Dominica,Islam,Liberal,Bisexual,Mr.,Ronald Cole
3130,Male,Turks and Caicos Islands,Buddhism,Conservative,Heterosexual,Mr.,Donna Mcmahon
3131,Male,Zambia,Hinduism,Liberal,Homosexual,Mrs.,Molly Kirby
3132,Male,Zimbabwe,Hinduism,Conservative,Homosexual,Mr.,Amber Sanders
3133,Female,Ukraine,Christianity,Conservative,Bisexual,Mx.,Kathryn Gonzales
3134,Male,Czech Republic,Buddhism,Liberal,Bisexual,Misc.,Debra Turner
3135,Female,Armenia,Islam,Conservative,Homosexual,Mx.,Jasmine Stevens
3136,Male,Switzerland,Hinduism,Libertarian,Heterosexual,Mrs.,Wendy Adams
3137,Female,Cambodia,Christianity,Libertarian,Bisexual,Miss,Patricia Ramos
3138,Female,Djibouti,Islam,Conservative,Heterosexual,Mx.,Nicole Montoya
3139,Male,Ukraine,Christianity,Liberal,Heterosexual,Ind.,Andre Schneider
3140,Female,Sri Lanka,Buddhism,Conservative,Homosexual,Dr.,Melanie Sullivan
3141,Female,Serbia,Islam,Libertarian,Heterosexual,Mx.,Jason Newton
3142,Female,Belarus,Islam,Conservative,Homosexual,Mrs.,Steven Riley
3143,Female,Fiji,Christianity,Libertarian,Heterosexual,Mr.,Brandon Hudson
3144,Male,Saint Helena,Hinduism,Conservative,Heterosexual,Misc.,John Saunders
3145,Female,Bouvet Island (Bouvetoya),Buddhism,Libertarian,Bisexual,Dr.,Gregory Ford
3146,Female,Tajikistan,Islam,Conservative,Heterosexual,Misc.,Justin Higgins
3147,Male,Azerbaijan,Islam,Conservative,Homosexual,Dr.,Cassidy Stephens
3148,Male,Madagascar,Buddhism,Libertarian,Heterosexual,Miss,Jason Knight Jr.
3149,Male,Nicaragua,Buddhism,Libertarian,Bisexual,Mrs.,Crystal Browning
3150,Female,Solomon Islands,Islam,Conservative,Homosexual,Miss,William Rios
3151,Female,Estonia,Buddhism,Liberal,Homosexual,Dr.,Jason Gibson
3152,Male,Kazakhstan,Buddhism,Conservative,Heterosexual,Dr.,William Rubio
3153,Male,Ethiopia,Buddhism,Libertarian,Heterosexual,Mr.,Christina Collier
3154,Female,Colombia,Buddhism,Conservative,Homosexual,Misc.,Susan Strickland
3155,Female,Dominican Republic,Islam,Libertarian,Bisexual,Mrs.,Austin Villarreal
3156,Female,Saint Barthelemy,Hinduism,Conservative,Homosexual,Mrs.,Jennifer Valenzuela
3157,Female,Congo,Christianity,Liberal,Heterosexual,Mr.,Michael Austin
3158,Female,Indonesia,Hinduism,Liberal,Heterosexual,Dr.,Paul Cervantes
3159,Male,Belgium,Christianity,Conservative,Homosexual,Mx.,Ricardo Taylor
3160,Male,Saint Barthelemy,Christianity,Libertarian,Homosexual,Dr.,Dale Atkinson
3161,Male,Philippines,Hinduism,Conservative,Homosexual,Mrs.,Lisa Jenkins
3162,Female,Greenland,Islam,Liberal,Bisexual,Mr.,Timothy White
3163,Male,Sri Lanka,Christianity,Libertarian,Homosexual,Ms.,Mariah Wilkerson
3164,Female,Nepal,Christianity,Liberal,Homosexual,Dr.,Kim Schultz
3165,Female,Aruba,Islam,Liberal,Homosexual,Misc.,Johnny Aguirre
3166,Female,Brazil,Hinduism,Liberal,Homosexual,Mrs.,Paula Robinson
3167,Female,Mozambique,Buddhism,Liberal,Homosexual,Mx.,Russell Schmidt
3168,Male,Luxembourg,Islam,Conservative,Homosexual,Mx.,Courtney Sullivan
3169,Female,Aruba,Hinduism,Conservative,Bisexual,Mx.,Corey Fletcher
3170,Male,Pakistan,Christianity,Liberal,Homosexual,Ms.,Elizabeth Lee
3171,Male,Botswana,Buddhism,Libertarian,Heterosexual,Miss,Shane Cuevas
3172,Female,Dominican Republic,Christianity,Libertarian,Bisexual,Mr.,George Turner
3173,Male,Madagascar,Hinduism,Libertarian,Heterosexual,Mx.,Angela Gonzalez
3174,Male,Mali,Hinduism,Liberal,Homosexual,Mrs.,Jason Garcia
3175,Male,Switzerland,Buddhism,Liberal,Bisexual,Mrs.,Joseph Jackson
3176,Male,Norfolk Island,Buddhism,Libertarian,Homosexual,Mrs.,Christopher Austin
3177,Female,Djibouti,Islam,Libertarian,Heterosexual,Dr.,Daniel Lewis
3178,Female,Grenada,Hinduism,Conservative,Bisexual,Mx.,Megan Valdez
3179,Male,Myanmar,Hinduism,Liberal,Homosexual,Mx.,Allison Campbell
3180,Female,Guyana,Christianity,Libertarian,Homosexual,Mx.,Noah Herrera
3181,Male,Gabon,Hinduism,Liberal,Bisexual,Mx.,Casey Khan
3182,Female,Rwanda,Islam,Conservative,Heterosexual,Mx.,Michael Barrett
3183,Male,Chad,Hinduism,Liberal,Heterosexual,Mx.,Mark Watts
3184,Male,Gambia,Islam,Conservative,Homosexual,Mr.,Jeffrey Robles
3185,Male,Congo,Christianity,Libertarian,Bisexual,Dr.,Luis Castro
3186,Female,Oman,Christianity,Conservative,Bisexual,Ind.,Alicia Meyer
3187,Female,Niger,Hinduism,Libertarian,Heterosexual,Mx.,Mr. David Walsh PhD
3188,Female,Benin,Islam,Conservative,Heterosexual,Mx.,Brandon Cooper
3189,Female,Belize,Islam,Conservative,Homosexual,Mrs.,Peter Jordan
3190,Female,Kenya,Hinduism,Conservative,Bisexual,Mr.,Robert Cruz
3191,Female,Puerto Rico,Christianity,Liberal,Bisexual,Mr.,Cassandra Jenkins
3192,Female,Guyana,Hinduism,Libertarian,Homosexual,Mx.,Michelle Griffith
3193,Female,Uzbekistan,Christianity,Libertarian,Heterosexual,Mx.,Colleen Tanner
3194,Male,Armenia,Islam,Liberal,Homosexual,Ind.,Garrett Nelson
3195,Female,Bolivia,Christianity,Conservative,Bisexual,Mr.,Jonathan Vance
3196,Female,Ethiopia,Islam,Libertarian,Heterosexual,Mrs.,Todd Scott
3197,Male,Qatar,Islam,Liberal,Heterosexual,Misc.,Jeremy Roberts
3198,Female,Israel,Hinduism,Libertarian,Bisexual,Mr.,Kristin Goodwin
3199,Male,Slovenia,Buddhism,Liberal,Homosexual,Mr.,Melanie May
3200,Female,Venezuela,Hinduism,Conservative,Homosexual,Mr.,Vincent Cruz
3201,Male,Turks and Caicos Islands,Islam,Liberal,Bisexual,Mx.,Sarah Bush
3202,Male,Portugal,Islam,Liberal,Bisexual,Mr.,Christopher Wright
3203,Male,Maldives,Hinduism,Conservative,Bisexual,Mx.,Felicia Fisher
3204,Male,Saudi Arabia,Islam,Conservative,Heterosexual,Mrs.,Mary Bowers
3205,Male,Tokelau,Christianity,Conservative,Homosexual,Misc.,Joseph Kaufman
3206,Male,Vietnam,Hinduism,Liberal,Homosexual,Mrs.,Richard Knight
3207,Male,New Zealand,Buddhism,Liberal,Bisexual,Mrs.,Stacey Blackwell
3208,Female,Benin,Hinduism,Liberal,Bisexual,Mr.,Debra Cook
3209,Female,Bolivia,Hinduism,Conservative,Homosexual,Mx.,Lauren Kelly
3210,Female,Equatorial Guinea,Buddhism,Conservative,Homosexual,Ms.,James Rodriguez
3211,Male,Maldives,Christianity,Libertarian,Homosexual,Mr.,Erin Donaldson DDS
3212,Male,Tajikistan,Hinduism,Liberal,Heterosexual,Mr.,Margaret Jones
3213,Male,Saint Lucia,Christianity,Libertarian,Bisexual,Mr.,Caitlin Valdez MD
3214,Female,Cook Islands,Islam,Libertarian,Bisexual,Misc.,Stephanie Powell
3215,Female,Norway,Islam,Conservative,Heterosexual,Miss,Drew Smith
3216,Female,Ireland,Islam,Conservative,Homosexual,Mr.,Emily Williams
3217,Male,Cuba,Islam,Libertarian,Heterosexual,Ind.,Nicole Ortiz
3218,Female,Puerto Rico,Buddhism,Conservative,Heterosexual,Ms.,Susan Noble
3219,Female,Benin,Hinduism,Conservative,Heterosexual,Miss,Maria Mccoy
3220,Male,Greece,Buddhism,Liberal,Heterosexual,Mr.,Daniel Rogers
3221,Female,Ethiopia,Hinduism,Conservative,Heterosexual,Dr.,Andre Huynh
3222,Female,Christmas Island,Christianity,Libertarian,Homosexual,Mx.,Paul Lewis
3223,Male,Georgia,Buddhism,Conservative,Bisexual,Dr.,Deanna Long
3224,Male,Paraguay,Buddhism,Libertarian,Homosexual,Ind.,Robert Miller
3225,Male,Saint Kitts and Nevis,Christianity,Conservative,Homosexual,Mx.,Kelly Ramirez
3226,Male,American Samoa,Christianity,Liberal,Bisexual,Dr.,Jim Gardner
3227,Male,Gibraltar,Christianity,Liberal,Bisexual,Mr.,Kathleen Phelps
3228,Female,Somalia,Buddhism,Liberal,Bisexual,Misc.,Christopher Andersen
3229,Female,Samoa,Hinduism,Libertarian,Homosexual,Dr.,Alison Hines
3230,Female,Sierra Leone,Islam,Libertarian,Heterosexual,Mr.,Joel Young
3231,Female,Anguilla,Christianity,Conservative,Bisexual,Mx.,Lisa Ellis
3232,Female,Iceland,Hinduism,Liberal,Homosexual,Dr.,Jonathan Lopez
3233,Male,Colombia,Islam,Libertarian,Homosexual,Dr.,Christopher Arellano
3234,Male,Suriname,Christianity,Liberal,Bisexual,Mr.,Derrick Gibson
3235,Female,Egypt,Christianity,Liberal,Homosexual,Dr.,Donna Duncan
3236,Female,Chad,Hinduism,Conservative,Heterosexual,Dr.,Bonnie English
3237,Female,Congo,Islam,Liberal,Bisexual,Mrs.,Julie Dawson
3238,Female,Maldives,Hinduism,Libertarian,Bisexual,Dr.,Bryan Brown
3239,Female,Tanzania,Christianity,Conservative,Heterosexual,Mx.,William Lee
3240,Female,Suriname,Islam,Liberal,Heterosexual,Mr.,Desiree Johnson
3241,Female,Denmark,Christianity,Conservative,Homosexual,Mx.,Joshua Reed
3242,Female,Mozambique,Buddhism,Liberal,Heterosexual,Miss,Jacqueline Cunningham
3243,Female,Mayotte,Buddhism,Conservative,Homosexual,Mrs.,Travis Moore
3244,Male,Lebanon,Christianity,Liberal,Heterosexual,Mx.,Julie Roberts
3245,Female,France,Christianity,Liberal,Homosexual,Mrs.,Cheryl Adams
3246,Male,Cayman Islands,Buddhism,Liberal,Homosexual,Dr.,Michael Hernandez
3247,Male,Burkina Faso,Hinduism,Libertarian,Bisexual,Mr.,Emily Rojas
3248,Male,Guernsey,Buddhism,Liberal,Heterosexual,Ms.,Carl Macias
3249,Male,Senegal,Buddhism,Conservative,Heterosexual,Dr.,Amanda Smith
3250,Male,Armenia,Buddhism,Libertarian,Homosexual,Miss,Courtney Guzman
3251,Female,Reunion,Buddhism,Libertarian,Homosexual,Mrs.,Daniel Stephens
3252,Male,Bangladesh,Buddhism,Libertarian,Bisexual,Mx.,Matthew Lopez
3253,Male,Belize,Islam,Conservative,Heterosexual,Mrs.,Michael Rich
3254,Female,Algeria,Buddhism,Libertarian,Homosexual,Mx.,Lindsay Cox
3255,Female,Burundi,Islam,Libertarian,Bisexual,Misc.,Lisa Montoya
3256,Male,Congo,Christianity,Liberal,Homosexual,Mrs.,Lisa Haas
